clean_text,sentiment_num
makasih barang udah terima mohon maaf konfirmasi,1
barang gan trimakasih,1
good stuff good price goooood,1
mantap sesuai gambar kirim mantap rapi mantap,1
barang terima baiksaran kwalitas emas ditingkatkanterima kasih,1
barang terima baikpengiriman cepatkualitas barang bintang,1
barang terima biar rate bicara d,1
paket terima terima kasih,1
mantap kuat cepat good deh,1
terimakasihbarang terima,1
barang ok bangetthanks gan bwt barang,1
respon cepat barang cepat sampe kualitas bagus,1
good quality gloves for the price,1
bagussss seller recomended,1
thx kualitas bagus cepat,1
sarun tinju bagus bahan premium,1
kualitas harga murah banding seller kirim cepat trims seller,1
proses kirim lambat dr ekspedisi,0
barang ud sampe gan thankss,1
produk berkuslitas haga rakyat,1
terima kasih,1
thank you,1
packing rapih kirim cepat,1
barang pack dgn produk jg ckup bagus,1
barang terima process cepat,1
kirim ok barang okrapi cepat,1
barang terima tp ad kotor dikit sisa top dah,1
terimakasih barang terima,1
akurasi kualitas pada,1
barang trima kasih ya,1
kirim sesuai konfirmasi jual cepat kualitas sesuai harap thx yah,1
buka banding yg tali gpp utk lindung,1
barang respon cepat jual kooperatif utk kualitas bom coba,1
kirim cepat kualitas,-1
bagus besar,1
terima terima kasih,1
udah thx,1
utk harga segitu mah okay btw gw beli cewek gue klo lo yg tangan cowok yg gede lo kecil,0
barang terima kondisi mngenai produk positif thx juragan,1
proses cepat kecewa recomended seller deh hehe,1
barang terima kualitas sih review,0
kirim cepat kecil harga rban kualitas not bad,0
keren gan barang,1
barang tkp kondisi oke matur nuwun,1
nyampeeeeee barang nyaaaaaaaa,1
terima kasih barang sdh terima,0
barang kualitas ok respon cepattx,1
jempol no tipu tipu barang sesuai foto,1
fast responbarang hantam gan,1
kirim layan bagus,1
thanks gan barang terima,1
barang sesuai ekspektasi good,1
good product kelalain up layan yg cepat well recommended seller,1
terima pesan tkyuuu,-1
sarung tinju terima thank you,1
barang cepat sesuai gambar,1
kualitas akurasi cepat layan muas,1
barang bagus sesuai gambarnyarecomended shop,1
hand glove nya bagus top hand wrap tinju nya add etalase gan,1
fast respon good services recommended seller,1
barang selamatmakasih,1
kualitas bagus sayang kirim lambat g kapok beli toko,1
barang mantap kualitas oke,1
review non bias harga lumayan bat nya harap harga an well bilang bat sesuai harga mahal sih but kualitas barang ny sesuai tahu ukur bat inch ukur bat atur izin main bat beli but anyway produk bagus ringan ukur lumayan finishing nya bagus ken tulis slugger nya polos silver yah its okay beli produk ahem disiplin kerumun orang pilih produk berat kalo main baseball softball bilang bagus deh ahahah review review bantu click tombol like nya orang bantu,1
terima kasihbarang d,1
berat panjang pas kualitas mantaabbb,1
top seller,1
stik persis tampil gambar,1
cepat sampe barang sesuai,1
fungsi harga murah kwalitas murah yg jual reaksi cepat trims warung olahraga,1
barang bagus sesuai pesan proses kirim cepat,1
barang oke fungsi,1
barang mantap,1
hhuftuihgtuujhhhhhhhhhhhhhhhn,1
sesuai deskripsi,1
thks barang,1
mini keren sayang kirim,0
paket terima fungsi packing rapi spon thnx tanya on off khn buka baterai,1
barang terima dg respon kirim rumayan cepat thanks,1
makasih gan pesan,1
proses cepat akurat kualitas,1
makasih barang terima,-1
barang terima kualitas bagus packing rapi banget moga laris trus utk seller,1
barang sesuai pesan,1
mantap brg cepet smpditunggu order terima kasih seller,1
proses lumayan cepat,1
barang sesuai gambar,1
barang kondisi packing lumayan rapi,1
mantap moga durable,1
bagus warung olahraga,1
suka barang sesuai pesan,1
blade pd percaya tambah latih kompetisi good seller tengkiu,1
barang terima coba terima kasih,1
terima kasih barang sampemudahan cocok main,1
terima dgn,1
goodssssssssssssssss,1
barang sesuai pesan proses cepat,1
blade viscaria mantap padu karet tenergy milik cepat spin atas baik kelas ditsmbah bty rozena milik karakteristik yenergy mudah kontrol,1
thanks pesan selamat,1
siiiiiiiiiiiiiiiipooookkk,1
recomended sellermantapmakasi,1
nympe dengna selamat thx bro mg barokah,1
terima kasih kirim bahan kualitas bagus sesuai harga,1
kualitas produk muas harga kompetitif recommended seller,1
respon cepat packing rapi kualitas sesuai harga,1
terima kasih,1
fast respon barang sesuai harga,1
bagus layan cepat,1
lumayan kirim cepat,1
barang terima terimakasih,1
lumayan bahan sesuai harga,1
sip bagus,1
brang okharga murahrespon cepatsukses trus,1
barang kualitas bagus lumayan bantuin avangers lawan thanos,1
barang sesuai pesan respon amp proses cepat packing rapi,1
keren kualitas bagus utk anak kirim cepat jual ramah,1
bagus kirim cepat,1
barang sip sesuai ama skripsi tq,1
barang sesuai deskripsi terima kasih,1
mantabz mantabz mantabz mantabz mantabz,1
oke barang siiip,1
mantapbarang sdh,1
bagusss visuall quality nya,-1
sesuai harga,1
sarung tinju bagus semenjak pakai sarung sdh org tinju,1
mmg ukur anak buyer mmg sulit bayang inchtp mmg beli anak kualitas nya yah harga barang,0
nyaamaan bagus bgtharganya ramah hehe recommended,1
sesuai harga,0
meskdkddkfjfjfjrkdjdjdjjjfjdhdhdjddhdjdjdjjdjdjdjdjdjdj,1
proses cepat mantab thanks,1
layan muas barang cepat jahit lumayan bagus pakai kali karet sobek oke harga murah,1
mantap boy kece boy hapuk boy mimi peri boy,1
penuual responsif kirim cepat,1
barang terima lebaran terima kasih ya,1
barang terima makasih,0
kualitas bagus utk harga murah setoped seller mantab recommended seller,1
jual cepat merespon,1
bagus tinggal lihat kualitas nya nanti klo dipakee,1
ok bos,0
barang ok sesuai janjinyarecommended,1
barang terima,1
sesuai harga kotor dikit,1
good terima kasih,1
barang bagus terima kualitas sesuai gambar,1
barang terima dgn cuman seller kasih terang ukur pakai anak yg umur sesak yg belah cuman masuk telapak wedew wkwkwk,0
standar sesuai harga,0
harga sesuai kualitas ya,1
barang sesuai terimakasih bantu,1
barang nya oke,1
kwalitas harga bs bayang ukur service level kota kerja,0
tks yaa sis barang smpai,1
barang cepat kondisi,1
trimakasihanak sy senang,1
lumayan latih rmh ok dech,0
good job barang terima thanks,1
barang sesuai harga tawar,0
top,1
ok,1
barang ok anak kukerennnnnnnnnnnnnnnnnnnnnnnnnnnn,1
thanks gan maaf review guna,1
salah warna konfirmasi warna pesan,1
sesuai gaaanmantappp sukses selaluuuuuu,1
barang mantap gan cepat makasih,1
bgus gansesuai lumayan latih,1
barang udah nyampe terima kasih tp kaga muat tangan pas liat diskusi all size dewasa kirain muat eh kaga udah paksa ttp yg masuk,0
sesuai pesan thanks,1
terimakasihhhhhhh tp kecil dewasa,0
warna tali beda dgn yg gambar overall barangny kualitas,1
layan respon cepat terima kasih,1
barang sdh terima layan okkeee,1
terima pakai gan mantabs thanks ya,1
sipppp,1
barang sampaitq tarung,1
barang sesuai pesan ongkir yg kena mohon berat barang rang sesuai asli,1
barang terima layan muas,1
thx glovesnya gan,1
barang dah sampe tgl kmaren mantep gan sukses,1
sampe barang bagus thnx sis,1
udh sampaithx,1
mantaaaaaaaaab mksiiiiiiiiiiiih,1
mantap,1
terima kasih barang proses kirim,1
good service and fast respons thanks mbak merly,1
thanks mbak merly mantab produk,1
barang lumayan baguspelayanannnya ramah,0
kulaitas barang lumayan bagus,0
barang kirim sesuai sepakat kondisi bagus sayang tas nya kotor debu packingnya rapi over all bagus,1
barang sesuai pesan cepat thanks,1
kemas paket rapi kirim cepat terima kasih,1
terima kasih,1
bagus layan bagus puasss terima kasih warung olahraga,1
respon cepat proses cepat brg fungsi dgn trima kasih sukses trs jual,1
maaf lupa ulas kualitas produk,1
produk sesuai harga oke respon cepat,1
produk sesuai pesananmudahan awet,1
sesuai deskripsi packing bagus recsell pokok,1
kirim cepat packing rapi,1
barang terima ramah fast respont terima kasih sukses jual recommended bgt,1
brang sesuai psanan cpat responnya sukses gan,1
fast respon jual ramah barang oke,1
kualitas barang sesuai deskripsi kirim cepat gag nyesel order thx,1
pesan cepat barang sesuai pesan,1
pianika terima kemas aman terima kasih,1
mantap bosssss layan cepat barang bagus,1
thanks sesuai pesan kirim ok,1
barang bagus sesuai skripsi fast respon tks,1
murah gak murah saing yg brand bagus,1
barang bagus sesuai deskripsi seller responsif kirim cepat jam nyampe,1
barang sdh peking rapi anak suka,1
barang oke sesuai recommended,1
terima kasih barang terima,1
barang bagus sesuai skripsi cepat jg kirim,1
good barang udh thank you,0
thank youuu udh sampee selamaaat thx,1
tks gan barang terima dgn,1
kualitas ok sesuai harga,1
barang sdh sampe cepat,1
pokok e top barang ok,1
sesuai harga,1
murah fast respon barang bagus,1
mantaaaaaaaaaaaaaaaap,1
barang sdh terima dgn,1
kualitas sesuai harga sayang opsi yg tiup dr samping selang bentuk yg utk mulut pipih,1
masuk rekor muri kirim paket sby sda kerja tingkat,1
proses cepet barang oke,1
thank youuuu terima barangnyaa,1
terima kasihcukup,1
barang bagus jg layan telat,1
biar bintang bicaramantap bang,1
barang cpat lumayan bagus sesuai harga,1
lumayan beginer ky thanks,1
barang kirim cepat packing rapi amp kualitas sesuai dgn harga,1
barang bagus ok mantal juang,1
pesan smpai kwalitas barang sesuai harga cek sblm smpai konsumen robek jahit mohon tingkat lg kwalitasnya thks u,0
barang sampai sesuai hargaa,1
layan kirim cepat,1
barang bagus sesuai iklan recomended seller,1
pesan sesuai packing bagus,1
thx barang,1
sip maaf telat kasih ulas d,1
brang okharga murahrespon cepatsukses trus,1
sep cepet sampe barang bagus sesuai,1
bagus fast respon keren kecil cumamantappol,1
jual merespon pesan langgan kirim produk gojek mesan sekira wib,1
keren kualitas bagus utk anak kirim cepat jual ramah,1
terima kasih,1
mantap barangnyaberkualitaslah harga murah,1
puas seller jg ramah recommended banget brg nya jg gk kecewa,1
hara barang tentu kualitaz,0
kualitas sesuai harga,0
mantap cepat rapih,1
sobek sarung tinju ukur klo dipake orang dewasa,0
mantabz mantabz mantabz mantabz mantabz,1
oke barang siiip,1
barang terima sesuai gambar terimakasih ya,1
makasih ka,1
barang sesuai pesan kirim,1
respon jual bagus pingiriman bagus,1
lumayan coba,1
kualitas harga pakai luar ekspektasi tp harga wajar terima kasih,0
barang ditrima thankyou,1
barang sih oke sesuai gambar nunggu barang sampe dr perjaka smpe anak gua,0
sesuai deskripsi produk sarung tinju puas,0
ok,1
pokok e jooooosssssssss,1
recomended seller,1
terimakasih gan brng sdh tp blm d coba msh drmh adek oh iya gan lupa sarung tinju pasang,1
barang udah terima mantap gan,1
barang sipp gan sorry komfirm,1
barang terima sesuai pesan makasih gan,1
mantap bangbarang okenggak ngecewain,1
udh nyampe brg bagussss,1
bagus gan sesuai foto barangny makasih yah,1
produk sesuai gambar mantappp,1
bagus dah sesuai harga ajah mantap cepat,1
barang selamat thx layan,1
cepat kirim toppp y,1
barang udah sip dah,1
udah d terima bagus udah d coba makasih ya,1
barang cepat packing aman rapih product cacat,-1
mantabhhhh gaaaaannnnnnnnnlanjutkannnn,1
barang sdh kualitas sesuai harga overall puas,1
darat aman gaaaaaaaan,1
sisi dalam kasar enak pakai latih lapis tangan pakai perban,0
barang udh terima dgn,1
barang datangthanks,1
sudha kemarin thanks,1
selamat thx ya,1
harga murah nih kayak kualitas oke,1
produk ok sesuai gambar potong karet bagi miring,1
produk bagus sesuai gambar,1
ya ga sesuai ekspektasi,1
fast respon barang sesuai kirim cepat,1
barang bagus awet pakai,1
ok tks,1
kualitas mantap recomemded bangeet,1
bet udah sy terima d coba respone cepat kirim cepat recomended saller,1
barang bagus sesuai gambar kirim cepat,1
barang terima sesuai pesananthanks,1
barang terima sesuai harapanthanks,1
coba produk kualitas harga layan muas terima kasih,1
barang terima sesuai pesananthanks,1
barang terima tq,1
brg sdh thx,1
barang lambat jne nya telp kirim jam malam seller jempol aja deh,1
thx barang cepat sby jkt nggak cacat,1
ok,1
terima dgn kondisi,1
saranin bawah beli oz oz kebesaren,1
bagus sesuai yg tawar,1
barang bagus layan cepat puas agan,1
barang bagus tp kirim,1
reliable seller and fast response,1
excellent fast delivery great seller thank you,1
bola asik cepet sampe,1
ok gan thanks ya mantap,1
bola mantap packing sesuai janji,1
bola kirim kempes pompa terima kasih kualitas bola bagus,1
bola baguskuatfast respondgood packing,1
pesan cuman beli bola kasih jaring pentil cuman,1
respn baguz barang ok,1
originalaslinokw istimewa lancar jaya,1
oke bola cepat proses muas,1
sesuai pesananthanks,1
bintang nggak respon ok pake bingitz packaging rapi,1
barang bagus sesuai pesan kirim cepat,1
sesuai sen,1
terimakasih barang sesuai gambar,1
bintang bicara terima kasih,1
bahan lembut enak makan bikin perut kenyang,1
ukur mikasa ya ganbarang sesuai hargaterimakasih,1
terima kasih bos barang sesuai,1
kasi ulas krn nunggu bola pakai kali so far so good thanks gan,1
mantap kirim cepat moga kualitas barang bagus tahan,0
thanks sis merly muas dah laris toko biar bintang bicara,1
bagus,1
produk sesuai kirim cepat,1
produk sesuai gambar thanks,1
barang sesuai foto layan cepat mantap,1
makasii kak barang terima respon cepat kirim cepat barang sesuai gambar trimakasih kak,1
langsung pesan aja alhamdulillah sesuai pesan terimakasih,1
barang sesuai kirim cepet mantap,1
produk sesuai kirim cepat,1
mantap produk sesuai pesan,1
respons cepat barang bagus trims,1
bagus,1
bagus sesuai gambar harga jangkau,1
barang sesuai deskripsi respon cepat,1
recommend barang oke,1
respon ok kualitas kettler ok,1
barang oke makasih mantap,1
barang sesuai pesan,1
paket terima barang bagus harga murah recomended seller,1
mantap gan barang sesuai pesan,1
peking rapiiiiiiiiiiiiii mantaaaaaaaaaaaaab,0
barang udah terima gan mantap sesuai pesan,1
barang udah sampe gan makasih proses cepet,1
barang bagus sesuai pesananpelayanan cepatreccomended deh,1
terima kasih,1
respon cepat brg sesuai sukses trs bosss,1
produk sesuai deskripsi layan cepat,1
terimakasih paket terima selamat,0
skipping rope lompat lompat,1
barang selamat terimakasih,1
barang bagus recomended kirim nya lambat,1
bagus berat kece mantap gan gan gan gan gan gan,1
barang terima kondisi bagus,1
diterimakondisi bgn tali bagus gagang cacat krg mulustp ms bs,1
puas product high quality recommend good service d fast respon,1
alhamdulillah terimakasih barang fast respon rekomendasi seller,1
barang sampaiterima kasih,0
overall bagus packaging nya kalo kirim gara jne nya ngirim malem sih hahaha terimakasih yaa pegang skipping nya kayak kotor jamur gitu ya,1
barang tp coba moga bagus guna,1
barang selamat neng belanja brang bagus y gak kecewa fast resp thankyu,1
mantaaaaaaaaabbbbbb,1
as always barang terima coba fungsi btw ni tali pendekin ga sih xd,1
mantap cm bungkus riskan basah,1
mantaap gaann barang dg selamat tuju,1
barang sdah sampaai dgn slamatbarangnya baguscma utk packing tlong tingkat lgithx,1
sip gan barang sampe tuju selamat kualitas barang kualitas toko mantep gak ragu belanja trims warung olahraga sukses jual onlinenya,1
proses cepat bag pegang bersih kualitas liat bintang aja,1
udah terima gan bagus barang sesuai thanks gan,1
kirim cepat sampeee barang sesuai kualifikasi terima kasih,1
barang diterimaterima kasih,0
cepet banget uda terima makasih ya,1
barang terimakasih,1
terima gan terima kasih,1
good sellerdapat dipercayaoke kirim,1
mkasihh sisbarang dah sampe cepet tp karat dikit barang ya over all ok,1
thank you,1
cocok sesuai gambar beban berat utk wanita tali skipping bagus mudah copot,1
paket sry bru ksh testi nya,0
pesan udah nyampe rapi thx,1
paket terima dgn baek thanks,1
kirim cepat barang sesuai,1
barang terima gan mantap,1
trims paket terima,1
barang terima skipping dgn berat kettler barang bagus next order produk mmanya thx,1
thx ganbrg dah dg selamatthx,1
paket dah terima good recommended,1
good service and fast respons thanks mbak merly,1
brg udh thanks please more respond,1
terima kasih pesan skipping digital kettler yg dikirimditerima skipping beban kettler,1
terima kasih barang terima kirim,0
thanks gan barang terimagood service fast respon good packing and quick deliverygood shop,1
barang dalm kondisi bagus,0
barang terima thanks gan,1
respon seller cepat barang cepat bagus terima kasih,1
barang bagus cepat kirim ttpi dus penyok,1
mkasih cpt bgt dtg barangx bbrp jam stelah dpesan warnax lucu kerenn,1
brg ditrima dlm trm kasih,1
seller ramah respon kirim cepat barang sesuai thanks,1
brg sesuai gbr merk original suka panjang hrs f akal d pake top,1
respon cepat kirim cepat,1
cepat kirim thanks,1
recommended barang bagus,1
fast response barang oke bgt sesuai deskripsi siip gaes,1
respon cepat packaging rapih recommended seller,1
barang sesuai deskripsi murah dagang responsif,1
barang sesuai pesan cepat,1
guttt mantap packing,1
barang bagus sesuai deskripsi,1
bagus tali panjangready to jump inimksh next order,1
sesuai deskripsi ukur warna sesuai foto deskripsi produk jual fungsional produk produk cepat rusak pakai berkalikali rekomendasi produk senang produk paket rapi cacat recommended,1
pesan terima kondisi tq gan,1
recommended seller produk bagus sukses gan,1
kualitas aweet panjang aj,1
terima kasih pesan terima,1
terima kasih boss barang sdh selamat boss thanks,1
barang bagus recomended cuman kirim but thankyou,1
tali karet deskripsi,1
good product kirim cepat,1
terima kasih,1
barang sesuai kualitas ok,1
moga manfaat,1
bagus banget ori barang,1
mantappppppppppppp sayang ndak nerima kirim kerja,1
bagus bagus bagus bagus,1
ok,1
sesuai iklan moga awet,1
brg tangan nyampe y terima kasih gan,0
top barang sempurna kirim cepat,1
barang terima mudah awet pakai trims,1
brg udah terima sesuai spec thx,1
kirim cepat sesuai pesan,1
bagus sesuai gambang moga awet,1
barang terima sesuaindengan pesan,1
mantaaaaaaaaaaaaaaaaaaabbbbb,1
produk cepat terima sesuai pesan,1
ikat ujung kuat dpake bbrp kali lepas,-1
harga ok kualitas ok harga ok kualitas ok,1
oke,1
terima kasih barang selamat,1
kirim cepat bagus,1
barang sesuai deskripsi thank you,1
d coba moga mantapsipp,1
barang bagus guna terima kasih,1
mantap barang selamat,1
kirim cepat barang bagus sesuai deskripsi,1
barang ok kirim ok ok deh pokok,1
terimakasihpaket terima kondisi kirim cepat,1
foto nomor resi gan kirim wa akun yg blokir salah aja nomor resi ga narik dana akun kalo tulis akun fto resi gan tunggu urgent thanks,1
terimakasihbarang terima,1
pesan terima thanks,1
bagus suka barang sesuai,1
terima bos thanks,1
thanks gan paket darat aman,1
akurasi kualitas pada,1
barang bagus sesuai pesan,1
lumayan bagus terimakasih,0
terima kasih barang tuju selamat,1
barang lumayan seller slow respon,0
barang lumayan kettler thankk youu,1
barang terima dng thanks,1
bagus sesuai foto barang deskripsi,1
thanks barang bro,1
barang udh nympecepet bgt kirim g sampe hr,1
barang sesuai kirim cepat,1
terima kasih bos barang sesuai,1
ntapzzz ntapzzz ntaaaappppzzzz,1
thanks gan packing oke tali agk kepnjangan,1
thanks utk responnya yg cepat,1
fast response barang sesuai gambar kondisi,1
barang sdh setel pendeknyakualitas lumayan,0
pesan sampaibiar bintang yg menilaiterima kasih,1
simple jump rope ringan sakit kena jari kaki,1
terimakasih,1
item keren delivery aga dikit nyantol kirim kali ya heheh,1
barang sampe gan terima kasih,1
barang terima terimakasih,1
fast respon good job,-1
kirim cepat barang oke terima kasih,1
sippp sesuai gambar kirim super cepat barang oke thanks,1
biar bintang bicara,1
paket terima coba bagus terima kasih,1
barang good thanks,1
sip barang bagus sesuai deskripsi thanks,1
barang nya bagus bro moga awet heheh,1
barang diterimatq,1
barang terima dg maaf reviewnya telat,-1
barang sudan terima terimakasih blm coba,1
barang thx,1
barang bagus qualitas ok coba kayak kuat nyaman pegang,1
mantabh barangnyaenak digunakanpelayanan baikhanya kirim mohon dikoreksitapi lebih ok,1
barang bagus responnya kirim cepat wellll cocok banget full bintang,1
makasii barang tpi ak requestnya biru tapi gpp deh ttp okeeehhh,1
barang saudah terima gunterima kasih ya,0
barang terima terima kasih,1
paket sdh terima kualitas bagus,0
barang digmbar warna warna orange,1
darat barang siang gan pokok oke deh,1
sori telat konfirmasi suwuuuuuun,1
barang terimabagus,1
mantap barang sesuai dgn harap recommended seller,1
barang terima thnaks,1
mimin nya fast respon minggu tetep senin brg sdh dgn slamat produk baguuusss bingiitss suka banget warna nama brgnya yoga mat tp sdh coba hiit workout yg gerak tetep nyaman banget bravoo lapak n produk,1
bagus produk sesuai gambar beli,1
good matras cocok deskripsi makasih,1
prod baguss cepat sampe udah kali order puas,1
barang bagus ganthx,1
maaf tdk ulas sdh lanjur oke sdh terima barang bagus cuman licin ya saran pakai,1
kirim cepatbarang sesuai foto admin fast responsethank you,1
produk sesuai deskripsi,1
terimakasih barang nya bagus cepet datengnya,1
produk asli kirim cepat mantab,1
barang sesuai deskripsi terima kasih,1
kirim fastt barang sesuai udah d pakai,1
ok sesuai ekspektasi,1
buka tas jaring gunting kirain bubble wrapnya tp pelayananx bgus respon cepat,1
pangking bagus barang sesuai deskripsi,1
sips barang sdh terima ma dgn selamat,1
barang bagus sesuai pesan,1
produk ok packingnya rapi trims,1
bagusss empuk,1
barang trims gan,1
tebalanya sesuai dg skripsi akrena tebal bikin mark habis pakai tumpu lutut kaki tangan so far ok banget,1
barang sesuai pesan,1
barang sdh terima cepat makasih,1
fast respon produk bagus thanks cee,1
barang sukses gan,1
fast delivery good product,1
sesuai deskripsi,1
barang packaging aman trimakasih,1
produk,0
oke sesuai pesan mantap,1
barang bagus kirim cepat,1
udah terima barang sesuai deskripsi makasiih yaa,1
respon cepat barang sesuai deskripsi,1
sdh terima baikthanks,0
cepat kirim respon cepat,1
barang sesuai gambar empuk cepat terimakasih,1
bagus sesuai pesan,1
barang sesuaipengiriman standard,1
packing bagus sesuai asli,1
keren,1
terima kasih pesan sesuaibarang ok,1
kirim ukur sby sidoarjo barang sesuai harga,1
produk nya dg yg d foto,1
bogus sesuai ekspektasi,1
barang uda dtg sesuai pesan trims gan,1
barang sdh sdh,1
respon layan cepat diskusi produk mlm cepat jwbnya barang sesuai terang,1
kualitas bagus recommended seller,1
good quality best price,1
barang sesuai pesan terima kasih,1
cepat sesuai tks,1
biar bintang bicara,1
barang sesuai bagus empuk,1
proses nya cepet banget top banget deh,1
kualitas barang bagus thanks,1
barang cepet nyapenya barang sesuai order kualitas bagus siiiip recommended,1
sesuai barang nya bagus sliptergelincir,1
kirim cepat barang mantap makas gan,1
uda terima mat nya kualitas bagus persis foto kirim cepat thankyou,1
harga ok kualitas ok harga ok kualitas ok,1
barang sesuai pesan makasih,1
barang bagus proses kirim cepat terima kasih ya,1
nice pesan cepat brg nya bagus persis gambar suka,1
bagus barangnyatapi kirim,1
bagus brgnya fast respon dech,1
respon cepat barang sesuai foto beneran slip lantai tebal pesan pakai gojek area surabaya langsung kirim recommended seller,1
barang kualitas barang bagus terima kasih,1
barang bagus recommend seller istri senang,1
kirim cepat barang terima kondisi,1
tebal nya pas sakit licin lantai keramik,1
good barang sesuai dgn pesan,1
packing bagus barang sesuai deskripsi,1
bagus banget recommended banget utk toko,1
licin tp matras springy,0
barang terima packing rapi mattress tebal,1
brg sdh terima dg bungkus,1
terima kasih paket udah nyampe,1
thanks bagus barang,0
terima kasih matras udah nyampe kualitas bagus respon kirim cepat,1
barang sdh sesuai pesan barang tebal tdk licinok,1
matras yoga terima pagi sis mantabs,1
barang terima,1
recomended bgt toko thanks yaah,1
barang nya cepet dtg nyatebel licin banget tangan keringat susah pakai,0
barang cepatsampai sesuai pesan,1
superb service pesan pagi tanggal oktober and tanggal oktober sore barang rumah krn surabaya cepat matras licin utk tangan gampang keringat beginner thank you mbak merly,0
barang sampaiteima kasih,1
barang nya sdh terima bagus sekalipelayanan jg sedat krn jne overload thanks,1
thanks barang udah terima kondisi,1
barang udah sesuai pesan thank youu kurir yg kirim barang parah kirim jam jam nya orang tidur hahahah,1
barang selamatseller nya fast respon bangetkualitas oke cuman matras nya licin yathx,1
terima sesuai yg pes,1
proses cepat kirim aman siiip,1
barang udh sampe sist blm test si makasii sist,1
sip mantap,1
barang terima kasih,1
kualitas bagus guna banget latih rumah,1
barang trima kasih,1
cepat bagus moga awet makasih ya,1
kualitas retas,-1
terima kasih,1
kualitas mantap layan,1
barang dtg sesuai gambar trimakasih bahan matras nya dri pvc tpe y makasih,1
im pride,1
barang kualitas lumayan kirim cepat terima kasih yaaaa,1
sdh terima paket sesuai foto makasih ya,1
barang sesuai terang kirim cepat,1
barang terima terima kasih sist,1
barang terima dg maaf lupa testi gan thanks a lot,1
fast respon barang jugaa sesuai,1
brgnya gak ori brosoalnya ane bandingin dg tetangga yg oritks sdh brgnya,-1
barang oke fast order thanks mbak merly warung olahraga,1
jual tanggung,1
barang bagus bahan tebal bgt makasih ya,1
produk bagus sesuai gambar kirim super cepat,1
bagus sesuai deskripsi mantap,1
brgnya sdh dgn kondisi kirim nya cepat thanks,1
barang bagus sesuai ulas layan bagus cepat,1
fast respon kirim cepat barang sesuai gambar puas belanja d,1
respon cepat baramg sesuai deskripsi recommended,1
matras nya bagus empuk lembut abal jd semangat olah raga,1
jual tdk konfirmasi warna yg sedia,1
maaakkkaaasssiihhhh bangeettt,1
warna bagus bahan empuk nyaman sarung tas nya guna thanks,1
trimakasi barang sesuai pesan,1
jual ramag barang bagus,1
fast response good condition pokoke bagus deh recommended seller,1
kirim cepat barang sesuai,1
matras bagus warna sesuai minta tebal makasih next order,1
barang terima thank you,1
barang bagus sesuai harap,1
barang bagus sesuai harap deh,1
puas bgt belanja,1
kwalitas mantapbarang oketidak cacatbest seller,1
transfer barang kirim nya sih tp barang sesuai harga smg baik layan,0
kualitas produk bagus tebal sesuai gak licin sip,1
kirim cepat brg sesuai order,1
barang sesuai iklan kirim cepat seller responsif,1
sepplumayan empukterima kasih,1
mantap seller responsive keset keset kaya perawan,1
kirim cepat barang kualitas,1
terima kasih,1
barang mantab seller komunikatif,1
barang sesuai yg gambar,1
sippmantaapppppprecsell,1
packing rapih barang sesuai thanks,1
packing rapi stock warna yg jual opsi warna hubung beli good job,1
kirim cepat packaging aman bagus,1
kualitas bagus seller ramah responnya cepat top deh makasih yaaa,1
packing rapi kirim standard barang sesuai gambar terima kasih,1
bagus sesuai pesan,1
siiippp makasih mzbrg sdh sy trimabagusss,1
kondisi barang bagus,1
good quality fast response thank u,1
barang sdh bagus,1
barang bagus sesuai deskripsi,1
produk sesuai denga gambar muas,1
mantap gan barang nya packaging nya rapi,1
best reseler moga manfaat,1
lumayan tpi aroma tdk nyaman matras,0
ok sesuai dgn pesanam,1
barang yg kirim sesuai pesan cpt kirim,1
fast respond banget agan kualitas barang bagus nyaman top utk agan yg,1
sesuai foto harga jangkau,1
barang bgs sesuai pesan trm ksh,1
barang sdh sampe bagus,1
barang ok sdh terima,1
sesuai dgn gambar murah,1
trimakasih on timebungkus rapisesuai order,0
barang sesuai dgn skripsi produkthanks,1
terima kasih barang terima,1
barang lumayan respon cepat ongkirnya kg,1
sesuai gambar sayang matras licin klo yoga,-1
barang sesuai gambar layan bagus,1
barang terima terimakasih,1
respon proses cepat barang sesuai foto thanks,1
bagusssssssss sesuai harapaaaannnn,1
josssssssssssss,1
siiiiiiiiiiiiiiiiiiiipppp,1
udah terima matras sesuai deskripsimakasiiih,1
barang terima sesuai pesan,1
barang mantap euy,1
barang sesuai pesan sesuai gambar,1
barang bagus blm dicobaterima kasih,1
barang nyampe toko deket kantor kerja,1
yoga mat nya bagus suka tara yoga mat yg mahal hehe,1
gak fast respon banget diskusi kirim,1
barang bagus sesuai dgb gambar tp bahan licin tp kecewa kirim nya pdhal jne yes yg esok tp nyampe esok nya pdhal toko kirim tgl nyampe hr tgl pas googling jne yes jne yes layan kirim premium target kirim tuju esok hari minggu libur nasional jne yes layan kirim premium target kirim tuju esok hari minggu libur nasional layan yes jamin biaya kirim kirim terima esok hari lewat harus nya ganti nama jne yets esok,0
matras tebal tas bagus moga awet,1
barang udah kak bagus warna bagus terimakasih,1
potong matras rapi lurus pola d mesh matras,0
barang udah sampe pakai,1
thanks sis sesuai pesan puas banget,1
barang terima sesuai deskripsi gambar terima kasih,1
barang terima fungsi bagus khusus olahraga alas camping,1
mantabbbb barang warna bagus,1
barang sesuai harga lumayan bagus,1
produk mantap sellernya responnya cepat,1
barang sesuai skripsi respon cepat recomended seller,1
